classifier,n,Lhat,trainTime,testTime,iterate
Log. Reg, 50, 0.505000000, 0.003498077, 0.000993013, 0
Log. Reg, 50, 0.487000000, 0.003109217, 0.000816107, 1
Log. Reg, 50, 0.507000000, 0.002713919, 0.000751972, 2
Log. Reg, 50, 0.485000000, 0.002794981, 0.000660896, 3
Log. Reg, 50, 0.488000000, 0.003108978, 0.000844002, 4
Log. Reg, 50, 0.502000000, 0.003665209, 0.000874996, 5
Log. Reg, 50, 0.484000000, 0.003185034, 0.001214981, 6
Log. Reg, 50, 0.499000000, 0.003079176, 0.000778198, 7
Log. Reg, 50, 0.503000000, 0.003201008, 0.001054049, 8
Log. Reg, 50, 0.481000000, 0.002924919, 0.000815868, 9
Lin. SVM, 50, 0.493000000, 0.017498255, 0.000754118, 0
Lin. SVM, 50, 0.516000000, 0.017568588, 0.001080036, 1
Lin. SVM, 50, 0.510000000, 0.015895844, 0.000779152, 2
Lin. SVM, 50, 0.501000000, 0.016796827, 0.000944138, 3
Lin. SVM, 50, 0.509000000, 0.015809059, 0.000941038, 4
Lin. SVM, 50, 0.498000000, 0.015767097, 0.000816822, 5
Lin. SVM, 50, 0.493000000, 0.017536879, 0.000754118, 6
Lin. SVM, 50, 0.495000000, 0.023947001, 0.003571272, 7
Lin. SVM, 50, 0.504000000, 0.019207001, 0.001013041, 8
Lin. SVM, 50, 0.496000000, 0.016640902, 0.000766993, 9
SVM, 50, 0.493000000, 0.003113985, 0.036408901, 0
SVM, 50, 0.493000000, 0.002660751, 0.035684109, 1
SVM, 50, 0.493000000, 0.002508163, 0.035221100, 2
SVM, 50, 0.493000000, 0.002496958, 0.035326958, 3
SVM, 50, 0.493000000, 0.002594233, 0.035428762, 4
SVM, 50, 0.493000000, 0.002588987, 0.036494255, 5
SVM, 50, 0.493000000, 0.002780199, 0.035329103, 6
SVM, 50, 0.493000000, 0.002484798, 0.035293818, 7
SVM, 50, 0.493000000, 0.002554178, 0.034763813, 8
SVM, 50, 0.493000000, 0.002379894, 0.033790350, 9
kNN, 50, 0.505000000, 0.000879049, 0.044089079, 0
kNN, 50, 0.509000000, 0.000854015, 0.036760092, 1
kNN, 50, 0.482000000, 0.000919104, 0.033972025, 2
kNN, 50, 0.491000000, 0.000789881, 0.037844896, 3
kNN, 50, 0.484000000, 0.000766993, 0.043462992, 4
kNN, 50, 0.469000000, 0.000806808, 0.042549849, 5
kNN, 50, 0.486000000, 0.000808001, 0.042499781, 6
kNN, 50, 0.476000000, 0.000808954, 0.044206142, 7
kNN, 50, 0.463000000, 0.001038790, 0.043132067, 8
kNN, 50, 0.483000000, 0.000805140, 0.032593966, 9
RF, 50, 0.488000000, 0.131417036, 0.018254042, 0
RF, 50, 0.482000000, 0.119683266, 0.017490864, 1
RF, 50, 0.503000000, 0.122102976, 0.017690659, 2
RF, 50, 0.499000000, 0.124222040, 0.016862154, 3
RF, 50, 0.494000000, 0.129971266, 0.017928123, 4
RF, 50, 0.494000000, 0.123877764, 0.016692162, 5
RF, 50, 0.481000000, 0.121698141, 0.016899109, 6
RF, 50, 0.494000000, 0.120953798, 0.017049074, 7
RF, 50, 0.493000000, 0.122043133, 0.017405987, 8
RF, 50, 0.492000000, 0.121807098, 0.018317699, 9
MLP, 50, 0.472000000, 0.251682043, 0.004484892, 0
MLP, 50, 0.487000000, 0.380040169, 0.003349066, 1
MLP, 50, 0.495000000, 0.226999044, 0.002496004, 2
MLP, 50, 0.493000000, 0.263118029, 0.002473116, 3
MLP, 50, 0.484000000, 0.232836962, 0.002482891, 4
MLP, 50, 0.478000000, 0.278976679, 0.002463818, 5
MLP, 50, 0.536000000, 0.262379885, 0.002552748, 6
MLP, 50, 0.497000000, 0.221086979, 0.002685785, 7
MLP, 50, 0.506000000, 0.378637075, 0.002553225, 8
MLP, 50, 0.522000000, 0.254384756, 0.002511024, 9
S-RerF, 50, 0.507000000, 0.027767181, 0.007136345, 0
S-RerF, 50, 0.512000000, 0.022540092, 0.025460005, 1
S-RerF, 50, 0.494000000, 0.021092176, 0.005709171, 2
S-RerF, 50, 0.483000000, 0.022286892, 0.005995989, 3
S-RerF, 50, 0.488000000, 0.023712873, 0.006209135, 4
S-RerF, 50, 0.490000000, 0.023496151, 0.005798340, 5
S-RerF, 50, 0.513000000, 0.022593021, 0.006094694, 6
S-RerF, 50, 0.500000000, 0.026011944, 0.005633116, 7
S-RerF, 50, 0.515000000, 0.022657871, 0.007936954, 8
S-RerF, 50, 0.495000000, 0.024019957, 0.010223866, 9
MT-MORF, 50, 0.490000000, 0.030016661, 0.045310020, 0
MT-MORF, 50, 0.476000000, 0.029034853, 0.015059948, 1
MT-MORF, 50, 0.485000000, 0.029896975, 0.013831377, 2
