classifier,n,Lhat,trainTime,testTime,iterate
Log. Reg, 50, 0.521000000, 0.003041029, 0.000744104, 0
Log. Reg, 50, 0.491000000, 0.002691031, 0.000767946, 1
Log. Reg, 50, 0.493000000, 0.002810240, 0.001123667, 2
Log. Reg, 50, 0.503000000, 0.003351927, 0.000940084, 3
Log. Reg, 50, 0.504000000, 0.003107786, 0.000808954, 4
Log. Reg, 50, 0.471000000, 0.002471924, 0.000658989, 5
Log. Reg, 50, 0.493000000, 0.002536774, 0.000827074, 6
Log. Reg, 50, 0.505000000, 0.002951860, 0.000709057, 7
Log. Reg, 50, 0.492000000, 0.002884865, 0.000728130, 8
Log. Reg, 50, 0.509000000, 0.003340960, 0.000832081, 9
Lin. SVM, 50, 0.510000000, 0.042958736, 0.000756979, 0
Lin. SVM, 50, 0.487000000, 0.044507980, 0.001065016, 1
Lin. SVM, 50, 0.491000000, 0.044373989, 0.000771046, 2
Lin. SVM, 50, 0.484000000, 0.047620296, 0.000777006, 3
Lin. SVM, 50, 0.487000000, 0.041526079, 0.001073122, 4
Lin. SVM, 50, 0.513000000, 0.040124893, 0.000870943, 5
Lin. SVM, 50, 0.508000000, 0.040685177, 0.000772953, 6
Lin. SVM, 50, 0.495000000, 0.040275097, 0.000792980, 7
Lin. SVM, 50, 0.504000000, 0.039907932, 0.000772953, 8
Lin. SVM, 50, 0.480000000, 0.035197258, 0.000944138, 9
SVM, 50, 0.493000000, 0.002759218, 0.035543203, 0
SVM, 50, 0.493000000, 0.002563238, 0.034950018, 1
SVM, 50, 0.493000000, 0.002418995, 0.035336018, 2
SVM, 50, 0.493000000, 0.002425194, 0.035007238, 3
SVM, 50, 0.493000000, 0.002366066, 0.034477711, 4
SVM, 50, 0.493000000, 0.002556801, 0.035673141, 5
SVM, 50, 0.493000000, 0.002409935, 0.035568237, 6
SVM, 50, 0.493000000, 0.002470016, 0.034636974, 7
SVM, 50, 0.493000000, 0.002754211, 0.035589933, 8
SVM, 50, 0.493000000, 0.002560854, 0.035835743, 9
kNN, 50, 0.465000000, 0.000835896, 0.038604021, 0
kNN, 50, 0.516000000, 0.000804663, 0.037052870, 1
kNN, 50, 0.491000000, 0.000872850, 0.040154219, 2
kNN, 50, 0.484000000, 0.000856161, 0.035260916, 3
kNN, 50, 0.502000000, 0.000827074, 0.048462868, 4
kNN, 50, 0.503000000, 0.001234055, 0.034832239, 5
kNN, 50, 0.464000000, 0.000886917, 0.032335043, 6
kNN, 50, 0.495000000, 0.000889778, 0.034326077, 7
kNN, 50, 0.487000000, 0.000791788, 0.038525820, 8
kNN, 50, 0.485000000, 0.000791073, 0.037350178, 9
RF, 50, 0.498000000, 0.133922100, 0.020652771, 0
RF, 50, 0.490000000, 0.132757902, 0.018180132, 1
RF, 50, 0.491000000, 0.132051945, 0.021081209, 2
RF, 50, 0.492000000, 0.132463932, 0.033779144, 3
RF, 50, 0.495000000, 0.129596949, 0.018494368, 4
RF, 50, 0.501000000, 0.132534981, 0.021965981, 5
RF, 50, 0.501000000, 0.132135868, 0.020379066, 6
RF, 50, 0.494000000, 0.134841919, 0.018163919, 7
RF, 50, 0.492000000, 0.136721849, 0.018165112, 8
RF, 50, 0.499000000, 0.130821943, 0.018931150, 9
MLP, 50, 0.508000000, 0.326965094, 0.005398989, 0
MLP, 50, 0.483000000, 0.379059792, 0.003504992, 1
MLP, 50, 0.498000000, 0.390464067, 0.003349066, 2
MLP, 50, 0.504000000, 0.317910194, 0.002526045, 3
MLP, 50, 0.494000000, 0.302741051, 0.002525806, 4
MLP, 50, 0.502000000, 0.317008972, 0.003110170, 5
MLP, 50, 0.482000000, 0.378561974, 0.002501726, 6
MLP, 50, 0.481000000, 0.300891161, 0.002763033, 7
MLP, 50, 0.526000000, 0.317596197, 0.002625942, 8
MLP, 50, 0.505000000, 0.310956717, 0.002770901, 9
S-RerF, 50, 0.499000000, 0.036308050, 0.056689024, 0
S-RerF, 50, 0.506000000, 0.026230097, 0.023319960, 1
S-RerF, 50, 0.483000000, 0.023053885, 0.022331953, 2
S-RerF, 50, 0.517000000, 0.023908854, 0.006588936, 3
S-RerF, 50, 0.488000000, 0.022080183, 0.007436037, 4
S-RerF, 50, 0.483000000, 0.022848129, 0.006381989, 5
S-RerF, 50, 0.501000000, 0.022113085, 0.011952877, 6
S-RerF, 50, 0.488000000, 0.021570683, 0.010734081, 7
S-RerF, 50, 0.505000000, 0.022673130, 0.005469084, 8
S-RerF, 50, 0.508000000, 0.020010948, 0.005622864, 9
MT-MORF, 50, 0.507000000, 0.026882172, 0.007406950, 0
MT-MORF, 50, 0.483000000, 0.025590181, 0.006644011, 1
MT-MORF, 50, 0.493000000, 0.025095940, 0.006097794, 2
MT-MORF, 50, 0.498000000, 0.025975943, 0.013970137, 3
MT-MORF, 50, 0.505000000, 0.024515867, 0.012324095, 4
MT-MORF, 50, 0.479000000, 0.024832964, 0.009876013, 5
MT-MORF, 50, 0.485000000, 0.022766113, 0.005179167, 6
