classifier,n,Lhat,trainTime,testTime,iterate
Log. Reg, 50, 0.494000000, 0.002845049, 0.000701904, 0
Log. Reg, 50, 0.519000000, 0.002621889, 0.000731230, 1
Log. Reg, 50, 0.481000000, 0.003058910, 0.000881910, 2
Log. Reg, 50, 0.491000000, 0.006386042, 0.002894878, 3
Log. Reg, 50, 0.477000000, 0.003582954, 0.000799894, 4
Log. Reg, 50, 0.471000000, 0.003017902, 0.000769138, 5
Log. Reg, 50, 0.484000000, 0.003248930, 0.000800848, 6
Log. Reg, 50, 0.502000000, 0.002709866, 0.000679970, 7
Log. Reg, 50, 0.493000000, 0.003994942, 0.000974178, 8
Log. Reg, 50, 0.501000000, 0.002629995, 0.000708103, 9
Lin. SVM, 50, 0.508000000, 0.046988964, 0.000760794, 0
Lin. SVM, 50, 0.490000000, 0.036993027, 0.000751019, 1
Lin. SVM, 50, 0.453000000, 0.045156240, 0.001231670, 2
Lin. SVM, 50, 0.523000000, 0.048254967, 0.000765800, 3
Lin. SVM, 50, 0.512000000, 0.056737900, 0.001166821, 4
Lin. SVM, 50, 0.486000000, 0.042477131, 0.001231909, 5
Lin. SVM, 50, 0.470000000, 0.052019835, 0.001020193, 6
Lin. SVM, 50, 0.472000000, 0.039310217, 0.000761032, 7
Lin. SVM, 50, 0.493000000, 0.040904999, 0.000726938, 8
Lin. SVM, 50, 0.501000000, 0.046548128, 0.001029015, 9
SVM, 50, 0.493000000, 0.002980947, 0.032768011, 0
SVM, 50, 0.493000000, 0.002487898, 0.034711123, 1
SVM, 50, 0.493000000, 0.002819777, 0.044675112, 2
SVM, 50, 0.493000000, 0.002516031, 0.039428234, 3
SVM, 50, 0.493000000, 0.002338886, 0.034351826, 4
SVM, 50, 0.493000000, 0.002368927, 0.035142899, 5
SVM, 50, 0.493000000, 0.002785921, 0.033708096, 6
SVM, 50, 0.493000000, 0.002286196, 0.032196283, 7
SVM, 50, 0.493000000, 0.002367973, 0.033967972, 8
SVM, 50, 0.493000000, 0.002355099, 0.041280031, 9
kNN, 50, 0.411000000, 0.000818014, 0.033965826, 0
kNN, 50, 0.434000000, 0.000890970, 0.036540985, 1
kNN, 50, 0.386000000, 0.000850916, 0.038248062, 2
kNN, 50, 0.433000000, 0.000846148, 0.034994125, 3
kNN, 50, 0.408000000, 0.000802040, 0.034438133, 4
kNN, 50, 0.378000000, 0.000801086, 0.041590691, 5
kNN, 50, 0.440000000, 0.000859737, 0.045053005, 6
kNN, 50, 0.428000000, 0.000787973, 0.033756733, 7
kNN, 50, 0.405000000, 0.000769854, 0.046642065, 8
kNN, 50, 0.429000000, 0.000797033, 0.037757874, 9
RF, 50, 0.493000000, 0.148890257, 0.021184921, 0
RF, 50, 0.489000000, 0.126537085, 0.019301176, 1
RF, 50, 0.493000000, 0.123752117, 0.018032074, 2
RF, 50, 0.504000000, 0.124665022, 0.018418074, 3
RF, 50, 0.477000000, 0.208047867, 0.024430037, 4
RF, 50, 0.482000000, 0.129510880, 0.037577868, 5
RF, 50, 0.494000000, 0.211043119, 0.039808035, 6
RF, 50, 0.490000000, 0.126703262, 0.020062923, 7
RF, 50, 0.489000000, 0.137703896, 0.031161070, 8
RF, 50, 0.485000000, 0.133041143, 0.019329071, 9
MLP, 50, 0.503000000, 0.355758905, 0.004718065, 0
MLP, 50, 0.466000000, 0.435393095, 0.003674269, 1
MLP, 50, 0.476000000, 0.345098972, 0.002705097, 2
MLP, 50, 0.482000000, 0.354289770, 0.002922058, 3
MLP, 50, 0.510000000, 0.358216047, 0.002864838, 4
MLP, 50, 0.490000000, 0.324487209, 0.002964020, 5
MLP, 50, 0.488000000, 0.344094038, 0.002808809, 6
MLP, 50, 0.483000000, 0.381732225, 0.002743959, 7
MLP, 50, 0.504000000, 0.309295893, 0.002920151, 8
MLP, 50, 0.509000000, 0.424214840, 0.002625227, 9
S-RerF, 50, 0.485000000, 0.028221846, 0.041711807, 0
S-RerF, 50, 0.494000000, 0.022595882, 0.008811951, 1
S-RerF, 50, 0.486000000, 0.031648874, 0.018598080, 2
S-RerF, 50, 0.494000000, 0.027194023, 0.019232035, 3
S-RerF, 50, 0.472000000, 0.030637026, 0.011770248, 4
S-RerF, 50, 0.468000000, 0.022488117, 0.029805899, 5
S-RerF, 50, 0.471000000, 0.024147987, 0.042329073, 6
S-RerF, 50, 0.491000000, 0.024942160, 0.041483164, 7
S-RerF, 50, 0.469000000, 0.022801876, 0.023041248, 8
S-RerF, 50, 0.462000000, 0.023644209, 0.010462046, 9
MT-MORF, 50, 0.469000000, 0.029144049, 0.045808077, 0
MT-MORF, 50, 0.488000000, 0.032513618, 0.041347027, 1
MT-MORF, 50, 0.496000000, 0.025171041, 0.006466150, 2
MT-MORF, 50, 0.475000000, 0.027062178, 0.041594028, 3
MT-MORF, 50, 0.468000000, 0.028880119, 0.018418312, 4
MT-MORF, 50, 0.467000000, 0.035384178, 0.131005049, 5
MT-MORF, 50, 0.467000000, 0.038618803, 0.042024136, 6
MT-MORF, 50, 0.460000000, 0.028635740, 0.026686907, 7
MT-MORF, 50, 0.475000000, 0.047174215, 0.072386742, 8
MT-MORF, 50, 0.455000000, 0.028744936, 0.020787001, 9
Log. Reg, 100, 0.493000000, 0.006968975, 0.000740290, 0
Log. Reg, 100, 0.491000000, 0.012931108, 0.001411676, 1
Log. Reg, 100, 0.492000000, 0.005638123, 0.000691891, 2
Log. Reg, 100, 0.479000000, 0.005941153, 0.001062155, 3
Log. Reg, 100, 0.498000000, 0.005742073, 0.000811815, 4
Log. Reg, 100, 0.481000000, 0.004851341, 0.000651836, 5
Log. Reg, 100, 0.492000000, 0.005774975, 0.001255989, 6
Log. Reg, 100, 0.507000000, 0.007711172, 0.001723051, 7
Log. Reg, 100, 0.502000000, 0.005988836, 0.000734091, 8
Log. Reg, 100, 0.551000000, 0.005058050, 0.000679016, 9
Lin. SVM, 100, 0.526000000, 0.107565165, 0.000746012, 0
Lin. SVM, 100, 0.480000000, 0.103558064, 0.000714064, 1
Lin. SVM, 100, 0.494000000, 0.103514194, 0.000798941, 2
Lin. SVM, 100, 0.527000000, 0.108961821, 0.000736952, 3
Lin. SVM, 100, 0.519000000, 0.117635965, 0.000718832, 4
Lin. SVM, 100, 0.464000000, 0.107741117, 0.000736952, 5
Lin. SVM, 100, 0.496000000, 0.109375954, 0.000901222, 6
Lin. SVM, 100, 0.488000000, 0.104211807, 0.000710249, 7
Lin. SVM, 100, 0.472000000, 0.107075214, 0.000722170, 8
Lin. SVM, 100, 0.464000000, 0.104192019, 0.000716925, 9
SVM, 100, 0.487000000, 0.008202791, 0.067867756, 0
SVM, 100, 0.476000000, 0.008145809, 0.066685915, 1
SVM, 100, 0.457000000, 0.007576704, 0.067887068, 2
SVM, 100, 0.493000000, 0.007499933, 0.066538095, 3
